,collocate,raw_frequency,MI
0,very,30065,2.4374871746270115
1,scrutinizingly,2,8.723252467365532
2,at,88224,2.5931135255697897
3,the,664835,2.9444759253902824
4,new,5749,2.5513779115302406
5,when,33378,2.4664832714218554
6,he,150774,2.087982192162144
7,came,15199,3.1196192429042195
8,into,27023,2.1563949928734703
9,well,9030,2.254002150569759
10,be,76628,2.177015008972956
11,otherwise.,116,4.6628094568191125
12,This,5484,2.598569076471327
13,young,13359,2.401360703723665
14,was,180083,2.5569735282807193
15,had,127859,2.620560904949529
16,no,35786,2.2632921236488737
17,"remained,",90,4.916589977595212
18,"therefore,",554,3.099234961178193
19,for,102923,2.439011424568974
20,to,380891,2.3313222267716616
21,continue,302,3.705972630550607
22,his,143542,2.5724546150325627
23,attendance,184,4.201463890316491
24,that.,2021,2.9036642191899653
25,Supple,1,9.416399647925477
26,as,111466,2.2016440045442853
27,"seemed,",285,3.7639104676568262
28,one,35647,1.9307116506506103
29,could,32607,2.5504779043103416
30,not,88747,1.8295172337463639
31,despise,249,3.898946751460769
32,a,299427,2.4162455158480545
33,wish,4352,2.424303220509589
34,that,160829,2.2724897666591506
35,said,48515,3.115407710198217
36,were,46077,2.045626288828213
37,my,71839,1.6354142465302588
38,brother;,84,4.985582849082163
39,or,38658,1.8496229031127704
40,extreme,516,3.170292882443914
41,unction,14,6.777342318310218
42,than,23608,1.5442833086389207
43,prescribe,16,7.336958106245641
44,dose;,2,8.723252467365532
45,also,3461,1.2670868042901324
46,let,7713,2.411647301046791
47,Georgette,10,7.113814554931431
48,sleep,1153,3.059424308216363
49,till,6332,2.608938375979887
50,came;,69,5.182293143328217
51,I,210226,1.90539335479076
52,therefore,962,2.5473851972597705
53,sufficient,468,3.26793135200783
54,"answer,",576,3.0602919872295855
55,hastily,376,3.4868105045355824
56,scribbled,45,5.6097371581551565
57,with,115760,2.2569349569503765
58,pencil,146,4.432793026217141
59,cool,507,3.881035824894239
60,rejoinder.,11,7.018504375127106
61,She,30370,1.2924136672219018
62,pouted.,5,7.8069617354913765
63,The,42985,4.410753631452878
64,help,4117,1.7866668067155174
65,laughing,728,2.8260985997287906
66,would,45908,2.2655239135810277
67,not:,51,5.484574015201151
68,thought,13177,2.328066756178595
69,cure,217,4.729649474944963
70,me.,7075,2.3438363946420933
71,One,2424,3.232663213170372
72,evening,2500,2.6909659257372947
73,did,20049,2.7293409166144977
74,Pere,40,5.72752019381154
75,Silas.,7,7.470489498870164
76,"Indeed,",552,3.1028516016483816
77,is,72384,2.353793473494776
78,perhaps,4497,2.103846149822879
79,safer,87,4.950491529270893
80,confessor,12,8.030105286805586
81,she,103001,1.7025470685120645
82,about,23570,2.1212583742350812
83,true,2223,2.80839902262939
84,enough.,618,3.6830583710277316
85,Graham,157,4.360153842577168
86,murmur,269,3.821688268323638
87,of,378378,1.8660554977151609
88,name,4278,2.1537710469512357
89,from,50391,2.4174731777294594
90,"Edelsheim,",3,9.010934539817313
91,prince,231,4.667129117963628
92,damned,182,4.905540141408626
93,until,3117,3.1635328373861946
94,more.,1447,2.832299101853938
95,Air,12,6.931492998137476
96,and,422595,2.305774512381903
97,water's,71,5.1537197708841616
98,such,16205,2.025909625343875
99,you.,4073,2.2028768289451737
100,You've,280,3.7816100447562273
101,paid,1318,2.2325289328630245
102,like,25223,1.7657947420572022
103,man,19580,2.42450748973714
104,burial,40,5.72752019381154
105,fees;,1,9.416399647925477
106,undertook,84,4.985582849082163
107,gentlemen,1172,2.349932677788519
108,born,931,2.58014037064841
109,Tories.,7,7.470489498870164
110,more,26060,1.8131921547081773
111,expected,1380,3.572855230894117
112,see,18751,2.7554511149637038
113,you,102334,1.9234536632220423
114,hear,4693,2.9084824811863723
115,good,14571,2.662824460967838
116,"heart-disease,",2,8.723252467365532
117,tell,9999,2.9142094820518376
118,me:,376,3.4868105045355824
119,boy?,50,5.504376642497331
120,He,41839,2.358334388502019
121,denies,18,6.5260278900293125
122,has,19315,2.4922013519915356
123,right,5504,3.0003938456485164
124,cast,1196,2.3296617134149
125,their,26314,1.3179847936795293
126,first,10749,2.0797417910077267
127,encounter.',2,8.723252467365532
128,death,1717,3.0666780756961107
129,"marriage,",487,3.228135524842887
130,say,12086,2.9610355901704133
131,morning,3167,2.9652975138209374
132,parson;,28,6.084195137750273
133,you're,1617,2.02807178834837
134,"hand,",3113,2.471669766151978
135,threatened,313,3.6701964573853236
136,pin,86,4.962052351671969
137,wall.,333,4.706869446613142
138,never,19523,1.734275688578894
139,so,44426,1.8503137012370585
140,much,16129,2.618397232904459
141,moved.,108,5.4274156013612025
142,night.,1171,3.4493985729958694
143,I'm,4907,2.9974231535154092
144,only;,38,6.471960668759037
145,magistrate;,3,8.317787359257368
146,back,11970,2.798829571613239
147,"basin,",32,5.95066374512575
148,already,2749,1.497407159760231
149,ripped,16,6.643810925685695
150,up,27977,2.544557454883353
151,him.,11099,2.5866960045614977
152,First,256,3.8712222034459143
153,recognized,337,3.596316717573115
154,an,36675,2.2023859109186232
155,unmistakable,81,5.021950493253038
156,frown;,7,7.470489498870164
157,then,14536,2.471073367464728
158,"now,",4317,2.9919938014253127
159,won't,2937,2.124402897286802
160,"you,",8604,1.9658550699719564
161,"matey?""",1,9.416399647925477
162,"""The",3431,3.914849934682286
163,"""",4810,2.729706754053725
164,began.,253,4.981622447866066
165,But,26496,2.2761730284639135
166,"swabs,""",1,9.416399647925477
167,said;,1007,3.1948159357668597
168,"""and",2349,3.0409490243864545
169,"there,",3057,2.489822614702752
170,"why,",552,3.1028516016483816
171,what,30759,2.44975756457375
172,do,23914,1.8991296649074882
173,earthquakes,3,8.317787359257368
174,know,17971,2.1848343788549913
175,lands,168,4.292435668522218
176,that?,371,3.5001975853180416
177,on,74938,2.1238088966753357
178,"Jim,",52,5.465155929344049
179,"swab"";",1,9.416399647925477
180,ran,2428,2.7201887844141974
181,I'll,3002,3.201125104960125
182,raise,363,4.215143994220571
183,Cain.,6,7.624640178697422
184,Your,1140,3.7639104676568262
185,hisself,24,6.238345817577531
186,glass,1195,3.4291104722279755
187,wouldn't,1680,2.6829977560881173
188,And,22879,2.5564787400285423
189,"matey,",2,8.723252467365532
190,how,13418,2.3969539295906435
191,long,11137,1.4846658316522674
192,will!,45,5.6097371581551565
193,eternal,245,3.91514143738075
194,"swab,",4,8.030105286805586
195,him,47200,2.7317879202575495
196,"him,",12318,2.1948073390147074
197,suddenly,2692,2.616972245828968
198,taken,4517,2.099408600938982
199,"""Good",384,4.1589042758976955
200,"evening,",1024,3.8712222034459143
201,"Dance,""",3,8.317787359257368
202,says,4320,4.264264791555521
203,nod.,49,5.52457934981485
204,"""And",5284,2.453398894717361
205,oilskin,9,7.219175070589258
206,packet.,19,6.471960668759037
207,looked,13343,2.913384739737047
208,it,99994,2.166214061796636
209,all,47656,1.822689658964899
210,"over,",1026,2.482976622194762
211,sewn,25,6.197523823057276
212,"together,",1268,2.2712035129283055
213,get,8099,2.901810421464487
214,out,28089,2.574463709980633
215,in,206590,2.1477215157158027
216,captain's,101,5.899891419752327
217,pocket.,217,4.036502294385017
218,opened,2508,2.975453107292556
219,seals,30,6.015202266263321
220,great,14603,2.024641959221225
221,we,28437,1.4635383477983712
222,intended.,45,5.6097371581551565
223,go,14545,2.603985799235956
224,London,2383,3.837508748162954
225,"are,""",97,4.841688669422094
226,"cried,",762,2.7804530922388304
227,last,9781,2.4254272179712033
228,night,4170,2.69016624556673
229,London.,622,3.6766067357462426
230,"all.""",430,4.738908800357759
231,"""Captain",48,5.545198637017586
232,"Smollett,""",4,8.030105286805586
233,began,5310,2.2253468948093826
234,"smile,",727,2.8274731703919573
235,"""did",51,5.484574015201151
236,ever,9594,1.856944378297568
237,us.,1733,1.9587903582098707
238,Here's,132,4.533597725339106
239,this,41612,2.147551611721165
240,squire,645,4.045761619797814
241,map,110,4.71591928213306
242,mean,3519,3.196377659659205
243,shall,12638,1.763695689820131
244,find,5702,2.37726529088696
245,"stuff,",81,5.021950493253038
246,have,72990,2.0249844132501185
247,terrible,1048,2.461760783044489
248,"news.""",27,6.120562781921148
249,changed,1231,2.3008175217410236
250,countenance,624,2.980249279556049
251,"little,",1065,2.4456695697819515
252,but,57139,2.313305074878957
253,are,29436,1.205867495558823
254,going,8015,2.729914675875869
255,below,939,2.571584168717214
256,raisins,7,7.470489498870164
257,before,15893,2.2276722580166575
258,"them,",5096,1.9788007393415872
259,smoking,338,3.593353752442458
260,"away,",2076,1.7782014036396976
261,wig,97,5.53483584998204
262,tree,612,2.9996673654131505
263,trunks.,9,7.219175070589258
264,observed,966,2.543235813712959
265,sniffing,48,5.545198637017586
266,"sniffing,",4,8.030105286805586
267,someone,264,4.93906283344727
268,divided,282,3.774492576987363
269,us,9914,2.411921046681177
270,watches.,8,7.336958106245641
271,Gray,50,6.890671003617221
272,grave,961,3.647037527623294
273,Redruth;,1,9.416399647925477
274,named,448,4.004753596070437
275,cook;,7,7.470489498870164
276,From,1129,3.773606444895705
277,time,13682,2.195148361598579
278,door,4277,2.154004828366678
279,"second,",163,4.322649447118715
280,staked,27,6.120562781921148
281,"that,",5001,2.6907659457346282
282,camped,25,6.197523823057276
283,whom.,16,6.643810925685695
284,Right,108,4.734268420801257
285,"front,",184,4.201463890316491
286,pursuing,131,4.541202324724325
287,assailant,11,7.018504375127106
288,down,16115,2.7246261272299295
289,"seen,",418,3.3809182154007202
290,disposed,476,3.944128974254002
291,outside,1099,2.4142436935218554
292,palisade.,5,7.8069617354913765
293,sure,4780,2.330498183559866
294,"recover,",22,6.325357194567161
295,"said,",11243,3.307774481043918
296,"meantime,",97,4.841688669422094
297,dinner,1163,3.0507886759667575
298,sat,5743,2.9578872243973997
299,by,50666,2.367578928664737
300,side,4336,2.1403043934741044
301,little,27301,2.246243475110082
302,past,1971,2.523250521332702
303,"noon,",134,4.518559847974565
304,took,9011,3.1434116597466555
305,hat,1321,3.3288676320712614
306,take,10181,1.7975590432523816
307,"it,""",1156,2.363678598693154
308,replied,2391,3.0232270415870426
309,"I,",2045,1.7932465794485746
310,"""the",885,2.6308120029175472
311,idea;,36,5.832880709469367
312,if,37989,2.2035522349819625
313,envy,214,4.050423632903625
314,walking,1350,2.2085397764930015
315,shadow,1017,3.1849344324368625
316,"say,",3434,2.6612129675879466
317,barked.,3,8.317787359257368
318,"""If",2154,2.8399300788772526
319,"aboard,""",2,8.723252467365532
320,"""I'd",139,4.481925714794785
321,clear,2308,2.7708753089655964
322,cap'n.,2,8.723252467365532
323,himself,11246,2.921845203129546
324,gone,4529,2.3844375654891534
325,dead,2307,2.3658435703116685
326,again,6985,2.644320917914251
327,way,9459,2.0534371689403614
328,o',2270,2.3820117180099736
329,"trouble,",314,3.6670066620172235
330,why,4002,2.5081444939016886
331,give,7488,2.1047805422021493
332,me,43168,2.2988929504074083
333,"chart,",17,6.583186303869261
334,"Jim?""",8,7.336958106245641
335,real,1871,1.8821713216513871
336,college,210,4.069292117208008
337,every,8133,1.799008870878592
338,day,7892,2.0522326932170714
339,chest.,90,4.916589977595212
340,Why,1920,2.954931471571759
341,given,3491,3.050215610048496
342,"""Here's",104,4.7720087487841045
343,"doctor.""",18,6.5260278900293125
344,was.,991,3.9039794747153795
345,Although,206,4.088523479135896
346,"was,""",96,4.852051456457641
347,Silver.,36,5.832880709469367
348,stopped,1738,2.649056522660085
349,"outright,",26,6.158303109903994
350,although,1182,3.0345836305193785
351,still,9942,2.5144612542649045
352,ship's,92,6.280905431996327
353,they,38831,1.7938644514142708
354,faithful,620,2.9866801698863394
355,hands,4661,3.0488558932325716
356,am,15713,1.7000661227906584
357,mutineers',1,9.416399647925477
358,"doctor,",450,4.000299245721057
359,prison,197,4.1331959191874885
360,prefer,371,4.1933447658779865
361,call,4006,3.200292673379549
362,"restrained,",9,7.219175070589258
363,broke,1643,3.1107328185563183
364,immediately,1024,3.178075022885969
365,left,8428,2.456526414681233
366,house.,1527,2.77848652326679
367,Silver,106,4.752960553813409
368,sand,188,4.179957685095528
369,where,11738,1.6552508392412975
370,awaited,183,4.206913495084056
371,other,13643,2.5344751289778613
372,sometimes,1970,3.2169051873133334
373,unruly,12,6.931492998137476
374,breakfast.,197,4.1331959191874885
375,"""So,",55,5.409066462693006
376,"Jim,""",17,6.583186303869261
377,"sadly,",101,4.801279131084217
378,"""here",58,5.355956637379058
379,are.,323,3.63874732470282
380,As,5569,2.583188333563863
381,torture,148,4.419187374161361
382,"""Jim,""",8,7.336958106245641
383,"interrupted,",50,5.504376642497331
384,voice,4328,1.7366860079591047
385,"helm.""",1,9.416399647925477
386,"""No,""",551,4.203277127440672
387,musingly;,3,8.317787359257368
388,"""I've",725,3.5233751736307473
389,forget,1345,2.2122503558895374
390,it.,12059,2.583782457283421
391,seen,6562,2.8245735117406494
392,waving,327,3.6264394770282236
393,run,1984,2.9221416487487684
394,you've,1179,2.343977747388106
395,done,5982,2.106183769855474
396,"me!""",694,2.8739276874186723
397,sent,2804,4.367969157667161
398,HISPANIOLA.,14,6.777342318310218
399,When,5929,2.520548273446164
400,wormed,11,7.018504375127106
401,secret,1669,3.3827140853835322
402,successful,217,4.036502294385017
403,come,16207,2.7677235589907805
404,third,861,2.658305143497746
405,strolling,64,5.95066374512575
406,pretty,3288,1.3183648917494062
407,gruffly,13,6.85145029046394
408,answered,2812,2.573360683663031
409,"""Drunk",3,8.317787359257368
410,"raving,""",2,8.723252467365532
411,humane,45,5.6097371581551565
412,"man,""",251,4.584093889353638
413,returned,2471,2.297168622496812
414,"sneer,",36,5.832880709469367
415,cruel,756,3.481505452305889
416,sort,3776,2.2785914093281954
417,kindness.,122,4.61237860319222
418,hailed,118,4.645715023459812
419,them,19236,1.8544459385219692
420,told,7949,3.0005475918139006
421,island;,15,6.7083494468232665
422,"squire,",244,3.919231422632275
423,taking,2735,2.601125221737505
424,moment,5086,2.4915906143775124
425,impossible.,203,4.103193668883689
426,Now,2787,2.869972981563419
427,"arrived,",176,4.93906283344727
428,Tibby,63,5.273264921533944
429,"least,""",42,5.678730029642108
430,piteously;,10,7.113814554931431
431,turned,7091,2.8524030876155257
432,"back,",1519,2.7837393258896492
433,"beginning,""",6,7.624640178697422
434,her,128586,1.6032901463441733
435,husband.,398,4.123094823200985
436,forward,1561,4.142759269089881
437,whispered,850,3.7697755871092244
438,"Margaret!""",6,7.624640178697422
439,"""Well,",2731,3.113414438885872
440,"Henry,",215,4.045761619797814
441,send,1676,4.071675908563284
442,your,30683,1.975307371548591
443,away.,1774,1.9354074850559522
444,What,6270,2.2823059267326107
445,possible,1874,2.9791814737952187
446,use,2156,3.3498276283306896
447,Death,160,4.3412258326916495
448,"come,",983,3.912084888898201
449,agreed,524,3.84805514416438
450,due,744,3.4975057936523304
451,again!,156,5.059690821235885
452,Six,64,5.257516564565805
453,months,1156,2.363678598693154
454,-,70079,1.86993910446763
455,six,1494,2.1071872822327142
456,months',70,5.167904405876118
457,bill,285,3.7639104676568262
458,pillow;,16,6.643810925685695
459,fingers,892,2.6229335153454674
460,her!,354,3.5471027347917023
461,There!,55,5.409066462693006
462,there's,1729,2.6542483428021315
463,coming,3732,3.271141627638078
464,stairs;,33,5.919892086458996
465,he'll,590,3.729424291585657
466,show,2492,2.6941710566862427
467,medical,235,3.9568141337813176
468,advice.,107,4.74357081346357
469,to-day.,245,4.608288617940695
470,kindness,691,2.878259824157807
471,only,19040,2.334691061819902
472,Clara,207,4.083680854660108
473,again.,3262,2.4249161534126276
474,strange,3209,2.035832187375565
475,went,13658,3.072372768752388
476,fetched,199,4.123094823200985
477,"myself,",1323,2.9218896643704664
478,meant,1857,2.582829267132716
479,murder,230,3.9783203390022814
480,gave,5810,3.0516488910735657
481,complaint,99,4.821279797790887
482,some,22912,2.016040907780363
483,hard,3167,1.355859601386837
484,"good,",881,2.635342021989297
485,make,11916,2.595711691553841
486,worse.,192,4.1589042758976955
487,asked,6725,3.375401165695218
488,friends,2100,1.7667070242139624
489,lived;,25,6.197523823057276
490,fright.,22,6.325357194567161
491,hearing,833,2.691366005758634
492,"below,",288,3.753439167789531
493,asking,935,3.269000299196735
494,after,14481,3.0138607539448197
495,beckons,11,7.018504375127106
496,"witness.""",7,7.470489498870164
497,So,4445,2.1154767886455814
498,opens,97,4.841688669422094
499,"bag,",105,4.762439297767953
500,touching,481,3.2405323778197155
501,them.,5004,1.9970190650067847
502,"Well,",1558,2.0652414214947834
503,there,26803,2.1105023052890335
504,occasion,956,2.553641734874075
505,settle,509,3.183951631374954
506,"Greenwood,",3,8.317787359257368
507,"arms.""",9,7.219175070589258
508,"so,",2499,3.202191629524625
509,husband,2015,2.501172354104639
510,almost,6300,1.361241916105798
511,"setting,",17,6.583186303869261
512,old,17427,2.5950626204312752
513,look,9681,2.0302386364334604
514,suppose,2919,2.1305504576313075
515,fool,679,2.8957785203667807
516,been,38868,2.0673489038343478
517,frightening,52,5.465155929344049
518,"you.""",2055,3.580127990223197
519,"""No;",401,4.115585401178853
520,"foolish,",104,4.7720087487841045
521,all;,321,4.338105705355406
522,must,18186,2.6525147393630415
523,best;,70,5.167904405876118
524,tent.,35,5.861051586436063
525,hope,3595,2.3277126664384395
526,"strange,",409,3.402684491882675
527,know.,1210,3.011171189894635
528,worse,1289,2.947924825546235
529,don't,13114,2.014405548781748
530,can't,4728,3.152366666175762
531,why.,154,4.3794470455118475
532,He's,674,3.596316717573115
533,Lincolnshire,33,5.919892086458996
534,country,2192,3.5155894690856258
535,Cornish,33,5.919892086458996
536,"extraction,",10,7.113814554931431
537,striking,423,3.369027468879199
538,"appearance,",282,3.774492576987363
539,bin,33,5.919892086458996
540,satisfied.,101,4.801279131084217
541,another,6181,2.9897493912602493
542,staying,403,4.110610266538739
543,'ere,41,5.702827581221169
544,me--what,5,7.8069617354913765
545,"say?""",250,4.99355101873134
546,lifted,1354,2.2055811944532566
547,head,6702,2.8034629569644407
548,"what?""",274,3.8032715415374065
549,"""All",524,3.1549079636044346
550,"said.""",65,6.340624666697949
551,silent,1474,3.2192768638443043
552,you'll,1364,2.1982228095220693
553,His,5995,2.1040129415837527
554,angry,1137,2.3802511541749407
555,excitement,511,3.1800300577217726
556,subsided,49,5.52457934981485
557,speech,930,2.5812150617781753
558,faltered.,36,5.832880709469367
559,"said,""",38,6.471960668759037
560,"child,",1322,2.2294986275138453
561,it!,777,2.760959297557829
562,Don't,1176,2.3465255194669044
563,mind,6679,1.7082883818679504
564,says.,157,5.458766131245278
565,wrong--I'm,1,9.416399647925477
566,he's,1885,1.8747165480433656
567,"said--""Priscilla,",1,9.416399647925477
568,will,27753,2.276342879844364
569,"come?""",105,4.762439297767953
570,Scarcely,57,5.373348380090927
571,words,4407,1.02545018308349
572,entered.,180,4.223442797035267
573,comprehensive,29,6.049103817939002
574,speak,4398,2.4137888379306607
575,"again?""",150,5.098911534389166
576,gravely,226,4.689011829213136
577,slowly,1728,3.3479740596813667
578,sadly.,125,5.6866981992912855
579,"Dad,",27,6.120562781921148
580,death-warrant.,2,8.723252467365532
581,Priscilla,108,4.734268420801257
582,shook,1727,4.041700111458634
583,head.,1499,4.183287691502715
584,"use,""",14,6.777342318310218
585,Torpenhow,132,4.533597725339106
586,stress,104,4.7720087487841045
587,grew,1734,2.651360671144935
588,unendurable.,7,8.163636679430109
589,man's,2052,1.7898294416348166
590,eyes.,1887,2.972268391225036
591,jabbed,3,8.317787359257368
592,venture,346,3.5699608728677528
593,bones,219,4.027327918108976
594,dogs.',2,8.723252467365532
595,affable,54,5.4274156013612025
596,local,202,5.206744239192382
597,practitioner,25,6.197523823057276
598,turn,2764,2.1851126435978614
599,"came,",632,4.35380461489851
600,bending,407,3.4075864624828816
601,above,2806,2.8631787483829614
602,seated,967,3.6408134411402924
603,upon,19858,2.004944070119938
604,wrapped,370,3.5028966422872068
605,mist,286,3.760407837105624
606,isn't,1763,3.0402397541957162
607,here,7137,2.740576426290629
608,see.,538,3.1285410877636926
609,avoid,475,3.9462320244507807
610,any,20432,2.381913827549321
611,money.,568,3.0742782292043254
612,Port,47,5.566252046215419
613,sea-sick,6,7.624640178697422
614,can,15666,2.32210096745983
615,jest,123,4.604215292553059
616,over,15842,1.9432043052374712
617,weakness,302,3.705972630550607
618,fellows.,46,5.587758251436382
619,Dick,1088,2.424303220509589
620,many,8040,2.370125434807778
621,tales,217,4.036502294385017
622,these,10113,1.8042605564574068
623,"departed,",105,4.762439297767953
624,"scandalised,",4,8.030105286805586
625,far,5861,1.8389364201171574
626,"be,",1643,2.0121205298882088
627,warmth,301,3.709289383176601
628,"other,",1433,2.148874220097305
629,"""Here",297,3.722667509122777
630,Senor,108,4.734268420801257
631,Dona,30,6.7083494468232665
632,party.,224,4.004753596070437
633,Don,673,2.904654318280749
634,"Vincente,",2,8.723252467365532
635,philosophy,134,4.518559847974565
636,Cordova,2,8.723252467365532
637,two,13250,1.5340847289452089
638,"lieutenants,",6,7.624640178697422
639,"priest,",147,4.42596706114674
640,report,378,4.174652632865834
641,sinister,173,4.263108053427698
642,check,261,3.8518792406027833
643,shirt,169,4.2865009330024035
644,end,3933,2.7486797879277676
645,Doctor,303,3.7026668424161078
646,"Monygham,",36,5.832880709469367
647,"mine,",697,2.869614237164953
648,dressing,126,4.580117740973999
649,brought,5034,2.838339621285529
650,sour-faced,2,8.723252467365532
651,English,2343,2.3503593899776263
652,Senora,5,7.8069617354913765
653,Gould's,61,5.998672964312111
654,"carriage,""",10,7.113814554931431
655,harbour,146,4.432793026217141
656,"entrance.""",3,8.317787359257368
657,"hope,""",47,5.566252046215419
658,fetch,562,4.471192159151676
659,her.,8476,2.5686303058735067
660,Nostromo,173,5.361720342095808
661,nodded,479,3.2446990505145616
662,affirmatively.,2,8.723252467365532
663,sacerdotal,6,7.624640178697422
664,character.,319,4.344355725700577
665,A,8579,2.9242763698140486
666,efficacious,11,7.018504375127106
667,person;,62,5.289265262880385
668,by.,246,3.911068111993114
669,well-known,191,4.164126219878847
670,Some,1100,2.413334189139015
671,engineer-in-chief,19,7.165107849318981
672,followed,2241,3.31116008655865
673,indoors.,29,6.049103817939002
674,"""That",1621,3.1242134148579104
675,calmness,78,5.059690821235885
676,side.,859,3.759243014609331
677,made,16662,2.260463048852159
678,liking,305,3.696087871318065
679,lingered,276,4.489145962768272
680,long.,413,4.086099235524389
681,Of,1897,2.9669829666585725
682,"course,",1837,2.5936577432702963
683,nothing,8621,1.7407376428354424
684,"opportunities.""",4,8.030105286805586
685,Here,1707,2.6670541056909816
686,grunted,44,5.6322100140072155
687,heavily,388,3.4553943083022034
688,State.,28,6.084195137750273
689,round,7342,2.4609432329240106
690,contemplated,160,4.3412258326916495
691,murmurs,60,5.322055085703376
692,"ceased,",120,4.628907905143431
693,shrugged,205,4.093389668787069
694,shoulders,551,3.7978120193325076
695,muttered,479,5.324140592194397
696,"Capataz.""",7,7.470489498870164
697,"""Mistrust",2,8.723252467365532
698,"him!""",310,3.679827350446285
699,through,10371,1.5559252804556332
700,teeth.,152,4.392519127079201
701,"""I",25770,2.4783091691472667
702,believe,4288,2.1514362338429485
703,slightly,600,3.0194699927093307
704,different,1808,3.0150353956414646
705,"view,""",13,6.85145029046394
706,said.,5036,2.9714737944410747
707,heard,7820,2.6491843917223394
708,declare,321,3.644958524795461
709,"darkness,",348,3.5641971681510025
710,stretching,218,4.031904585136388
711,blindly.,6,7.624640178697422
712,exchange,207,4.083680854660108
713,confidences.,9,7.219175070589258
714,"""Yes,""",827,3.391742133461731
715,related,242,3.9274619217687903
716,low,2379,3.0282584987424097
717,tone,1636,2.70953731132273
718,doctor's,248,5.0015831904286046
719,narrative,167,4.298405835508722
720,attention.,265,3.8366698219392545
721,attitude,522,3.158732060042838
722,snorted.,9,7.219175070589258
723,For,4835,2.7245227092661373
724,remained,1724,3.573435109135939
725,dark.,289,3.7499729598130447
726,"imbecile!""",2,8.723252467365532
727,cried,4077,1.7964301256661688
728,Captain,1931,2.5437535460569074
729,Mitchell.,7,7.470489498870164
730,remarked,566,3.077805569722294
731,Sotillo,91,4.905540141408626
732,"imbecile,",10,7.113814554931431
733,way.,1612,3.1297810135270128
734,"mentioned,""",4,8.030105286805586
735,"""in",214,4.050423632903625
736,"object,""",10,7.113814554931431
737,"pronounced,",36,5.832880709469367
738,slowly.,237,5.334633867910236
739,"""Had",80,5.034373013251595
740,"you?""",1623,2.717515260970831
741,"""Yes,",2479,3.3925485851183415
742,"wonder,""",47,5.566252046215419
743,grimly.,54,6.120562781921148
744,Mitchell's,20,6.420667374371486
745,heart,5737,1.454855123883551
746,"""As",524,3.1549079636044346
747,"Viola,""",1,9.416399647925477
748,"continued,",583,3.7413596421349298
749,though,10533,1.5404255442088255
750,"breast,",379,3.4788634428430503
751,walked,3234,3.280834756843738
752,ignored,82,5.009680400661224
753,pointedly.,5,7.8069617354913765
754,"""A",1698,3.077805569722294
755,"brute!""",12,6.931492998137476
756,"Sotillo,",28,6.084195137750273
757,leave,4284,2.8455166855858924
758,"alone,""",61,5.305525783752166
759,looking,6827,2.197196942941297
760,same,6339,2.2713612540754107
761,reward,250,4.5880859106231755
762,all.,1803,2.612339605282105
763,completely.,39,5.752838001795831
764,Therefore,416,3.3857143876642133
765,fool.,100,4.811229461937385
766,Since,327,3.6264394770282236
767,arrival,484,3.2343147412088453
768,Charles,862,4.043438738381674
769,"Gould,",140,5.167904405876118
770,leaving,1591,2.04428161958769
771,engineer,35,5.861051586436063
772,"room,",2395,2.7338734267485707
773,hesitated;,32,5.95066374512575
774,silver,923,3.28191759398257
775,being,10055,1.9923338149467795
776,"away,""",108,4.734268420801257
777,"once,",1220,3.0029406907581198
778,hopeless,295,4.422571472145602
779,attempt,810,2.7193654002589924
780,reform.,16,6.643810925685695
781,weakness.,80,5.034373013251595
782,flung,877,2.6398926555532936
783,"arms,",697,2.869614237164953
784,"exclaiming,",26,6.158303109903994
785,sleep.,373,3.494821228281661
786,On,2858,2.1516694699956096
787,nights,338,3.593353752442458
788,waited,1185,3.725195955476136
789,daylight,223,4.009227876465358
790,most,9511,1.642489706562982
791,exquisite,371,3.5001975853180416
792,torture.,35,5.861051586436063
793,stubborn,92,5.587758251436382
794,It,22330,1.1944727723193282
795,outrageous!,1,9.416399647925477
796,watched,1516,2.7857162622831053
797,course,4384,2.129295107965735
798,safety,202,4.108131950524272
799,contrived,321,3.644958524795461
800,Gould,312,4.7720087487841045
801,saying,1904,2.557834613134111
802,across,3116,2.4707065296029476
803,table,1660,2.6949739471348333
804,"""No,",2006,3.1987960405234865
805,room,4338,1.0412309565386573
806,"doubt.""",38,5.778813488199091
807,assented.,44,5.6322100140072155
808,glance.,112,4.697900776630382
809,even,11771,2.3455905825070418
810,below.,228,4.680201199530981
811,found,7709,2.25801536069427
812,Dr.,1337,3.8276539832576337
813,"do,""",270,4.511124869487047
814,anxiously.,93,4.883800154772221
815,tried,2400,2.7317879202575495
816,"""He",2585,3.861503953976993
817,believed,1110,3.5028966422872068
818,"asked,",1118,3.495715282878542
819,eagerly.,152,4.392519127079201
820,"""God",247,3.9070113112974996
821,"knows!""",14,6.777342318310218
822,tamper,17,6.583186303869261
823,"him,""",488,3.2260842420723295
824,"suggested,",96,4.852051456457641
825,thoughtfully.,66,5.226744905899051
826,"""It",4315,2.8383065136360033
827,"steadily,",85,4.97374839143516
828,"head,",1836,3.5104929891791414
829,continued,1617,3.1266840770164794
830,certain,3511,1.2527434717570447
831,amount,491,3.219955520130956
832,pointed,914,3.6971813651394365
833,essential,154,4.3794470455118475
834,restraining,38,5.778813488199091
835,fact.,187,4.18529103107089
836,hung,1423,2.8490242303955697
837,admitted,497,3.9009568023887935
838,"here,""",366,4.206913495084056
839,"""or",131,4.541202324724325
840,both,5317,2.7836452834764516
841,"hands,",1324,2.2279869114285233
